Remuneracao Liquida	Descontos Legais	Indenizacoes	Remuneracao Bruta	Matricula	Redutor
     9072.74	     3285.80	        0.00	    12358.54	030937	        0.00
     2996.62	       61.16	        0.00	     3057.78	030945	        0.00
     3594.89	      822.82	        0.00	     4417.71	030953	        0.00
     4161.11	      105.51	        0.00	     4266.62	030961	        0.00
     6918.70	     2078.14	        0.00	     8996.84	030996	        0.00
     4314.50	      456.63	        0.00	     4771.13	031003	        0.00
     2574.92	       52.55	        0.00	     2627.47	031038	        0.00
    12491.09	     4132.24	        0.00	    16623.33	031046	        0.00
     4703.44	      833.77	        0.00	     5537.21	031054	        0.00
     1574.32	         .00	        0.00	     1574.32	031071	        0.00
     2242.64	         .00	        0.00	     2242.64	031089	        0.00
     5622.43	      589.33	        0.00	     6211.76	031097	        0.00
     3883.52	      417.65	        0.00	     4301.17	031101	        0.00
     9052.67	     3053.31	        0.00	    12105.98	031119	        0.00
     7734.24	     2992.21	     1062.98	     9663.47	031160	        0.00
     2813.16	       57.41	        0.00	     2870.57	031186	        0.00
     8270.37	     2971.65	        0.00	    11242.02	031232	        0.00
     5879.47	     1371.88	        0.00	     7251.35	031241	        0.00
     4997.68	      823.91	        0.00	     5821.59	031259	        0.00
     6742.16	     2504.37	      916.32	     8330.21	031275	        0.00
     8193.63	     2500.21	        0.00	    10693.84	031305	        0.00
    10292.72	     2185.76	     1782.64	    10695.84	031321	        0.00
    16506.16	     7208.27	     2789.26	    20925.17	031330	        0.00
     7886.38	     2331.28	        0.00	    10217.66	031372	        0.00
     8683.74	     3416.66	     1056.90	    11043.50	031399	        0.00
     8249.06	     2611.49	        0.00	    10860.55	031402	        0.00
    10457.07	     4198.89	        0.00	    14655.96	031411	        0.00
     4313.99	      520.08	        0.00	     4834.07	031429	        0.00
     5255.29	      268.62	        0.00	     5523.91	031437	        0.00
     4789.25	      118.60	        0.00	     4907.85	031453	        0.00
     4535.26	       43.60	        0.00	     4578.86	031461	        0.00
     7390.30	     1606.75	        0.00	     8997.05	031488	        0.00
     5670.38	      612.97	        0.00	     6283.35	031496	        0.00
     6747.64	     1624.42	        0.00	     8372.06	031500	        0.00
     5588.11	     1364.01	        0.00	     6952.12	031518	        0.00
     3579.70	      237.20	        0.00	     3816.90	031526	        0.00
     8130.76	     2887.99	        0.00	    11018.75	031534	        0.00
     3946.06	      857.48	      476.03	     4327.51	031551	        0.00
    10378.02	     3781.95	        0.00	    14159.97	031593	        0.00
     2344.32	       47.84	        0.00	     2392.16	031623	        0.00
     6710.23	     1953.18	        0.00	     8663.41	031631	        0.00
     5236.01	     1152.98	        0.00	     6388.99	031640	        0.00
     3233.83	         .00	        0.00	     3233.83	031666	        0.00
     7268.68	     1991.68	        0.00	     9260.36	031674	        0.00
     8603.67	     3088.02	        0.00	    11691.69	031704	        0.00
     4716.89	      225.99	        0.00	     4942.88	031712	        0.00
    11938.43	     4478.25	        0.00	    16416.68	031721	        0.00
     7574.44	     2240.58	        0.00	     9815.02	031747	        0.00
     4322.44	      605.42	        0.00	     4927.86	031755	        0.00
     5380.27	      308.84	        0.00	     5689.11	031763	        0.00
     8096.87	     2527.81	        0.00	    10624.68	031771	        0.00
     4064.40	      476.36	        0.00	     4540.76	031798	        0.00
    11283.63	     3468.39	        0.00	    14752.02	031810	        0.00
     8240.81	     2953.93	        0.00	    11194.74	031844	        0.00
     8766.65	     2348.30	        0.00	    11114.95	031852	        0.00
     6658.09	     2005.32	        0.00	     8663.41	031879	        0.00
     2705.36	       55.21	        0.00	     2760.57	031887	        0.00
     4521.97	      161.31	        0.00	     4683.28	031909	        0.00
     9801.69	       58.61	        0.00	     9860.30	031933	        0.00
     2142.20	         .00	        0.00	     2142.20	031968	        0.00
     1336.19	         .00	        0.00	     1336.19	032018	        0.00
     6552.86	     2286.95	        0.00	     8839.81	032026	        0.00
     6168.05	     1386.58	        0.00	     7554.63	032042	        0.00
     6534.92	     1669.07	        0.00	     8203.99	032051	        0.00
     3508.62	      168.30	        0.00	     3676.92	032077	        0.00
     3545.43	      731.82	      423.87	     3853.38	032115	        0.00
     7365.91	     1964.34	        0.00	     9330.25	032131	        0.00
     5723.41	     7209.09	        0.00	    12932.50	032158	        0.00
     5223.18	     1567.76	        0.00	     6790.94	032166	        0.00
    11398.32	     4342.91	        0.00	    15741.23	032174	        0.00
     2628.42	       53.64	        0.00	     2682.06	032182	        0.00
     5790.26	      422.85	        0.00	     6213.11	032255	        0.00
     5133.27	     1008.02	        0.00	     6141.29	032271	        0.00
     4233.57	      128.83	        0.00	     4362.40	032280	        0.00
     7125.50	     6993.26	     1399.16	    12719.60	032298	        0.00
     9166.33	         .00	        0.00	     9166.33	032336	        0.00
     4211.60	       32.73	        0.00	     4244.33	032352	        0.00
     4218.19	      542.94	        0.00	     4761.13	032361	        0.00
     9374.89	     2796.24	        0.00	    12171.13	032379	        0.00
     2994.94	         .00	        0.00	     2994.94	032409	        0.00
     6956.53	     1900.87	        0.00	     8857.40	032433	        0.00
     2870.57	         .00	        0.00	     2870.57	032450	        0.00
     9913.39	     3526.52	        0.00	    13439.91	032476	        0.00
    10423.80	     4537.28	     1482.63	    13478.45	032484	        0.00
     4210.14	     1132.96	        0.00	     5343.10	032492	        0.00
     6006.75	     1448.17	        0.00	     7454.92	032514	        0.00
     3777.66	      220.89	        0.00	     3998.55	032522	        0.00
     4906.26	      612.05	        0.00	     5518.31	032611	        0.00
     8491.58	     3020.85	        0.00	    11512.43	032638	        0.00
     8387.62	     3041.93	        0.00	    11429.55	032646	        0.00
     9537.37	     3319.78	        0.00	    12857.15	032697	        0.00
     5068.71	      208.56	        0.00	     5277.27	032743	        0.00
     4516.22	       57.42	        0.00	     4573.64	032751	        0.00
     7528.78	     2134.69	        0.00	     9663.47	032760	        0.00
    17696.85	     8797.51	     2625.57	    23868.79	032883	        0.00
    15387.91	    14869.87	     3584.10	    26673.68	032905	        0.00
     3060.92	      122.75	        0.00	     3183.67	032913	        0.00
     2756.43	       69.12	        0.00	     2825.55	032948	        0.00
     8577.56	     2318.36	        0.00	    10895.92	032964	        0.00
    15867.32	     7664.41	     2331.97	    21199.76	032999	        0.00
     2062.99	       42.10	        0.00	     2105.09	033081	        0.00
     7435.99	     2535.71	      845.95	     9125.75	033111	        0.00
     6078.93	      820.78	        0.00	     6899.71	033138	        0.00
     4845.33	       82.40	        0.00	     4927.73	033154	        0.00
    12975.32	     5209.93	        0.00	    18185.25	033251	        0.00
    15913.42	     6744.45	        0.00	    22657.87	033359	        0.00
     3563.02	      213.61	        0.00	     3776.63	033367	        0.00
    17157.97	     8323.76	     2525.22	    22956.51	033448	        0.00
    17457.53	     8660.02	     2588.23	    23529.32	033481	        0.00
     2786.92	       56.88	        0.00	     2843.80	033499	        0.00
     8017.26	     1608.75	     2576.86	     7049.15	033553	        0.00
     5266.65	     1492.57	      669.83	     6089.39	033669	        0.00
     3311.95	      250.88	        0.00	     3562.83	033731	        0.00
    12371.24	     5346.17	        0.00	    17717.41	033782	        0.00
     2009.41	         .00	        0.00	     2009.41	033791	        0.00
    19726.45	     9881.33	     2934.10	    26673.68	033821	        0.00
    14065.92	     6626.89	     1991.28	    18701.53	033847	        0.00
     6968.25	     2552.16	      943.46	     8576.95	033855	        0.00
     7183.78	     1133.54	        0.00	     8317.32	033871	        0.00
     9919.75	     4049.96	     1245.88	    12723.83	033898	        0.00
    16196.01	     6884.55	        0.00	    23080.56	033928	        0.00
     8131.67	     2546.95	        0.00	    10678.62	033936	        0.00
    13999.15	     6591.19	     2040.48	    18549.86	034011	        0.00
     9624.89	     4294.97	        0.00	    13919.86	034142	        0.00
     6467.02	     1807.42	        0.00	     8274.44	034177	        0.00
     6122.74	     1361.66	        0.00	     7484.40	034223	        0.00
     7635.92	     2274.39	        0.00	     9910.31	034231	        0.00
     3488.02	       71.18	        0.00	     3559.20	034291	        0.00
     2258.51	         .00	        0.00	     2258.51	034304	        0.00
     2507.06	       51.16	        0.00	     2558.22	034312	        0.00
     2712.02	         .00	        0.00	     2712.02	034339	        0.00
    10531.33	     4516.96	     1491.27	    13557.02	034363	        0.00
     7368.39	     2617.86	      989.63	     8996.62	034380	        0.00
     8658.40	     2836.53	        0.00	    11494.93	034401	        0.00
    10895.51	     3174.21	        0.00	    14069.72	034461	        0.00
     9775.76	     4165.01	     1381.52	    12559.25	034479	        0.00
    12918.62	     7775.90	     2333.97	    18360.55	034509	        0.00
    21070.28	    10735.43	     3151.92	    28653.79	034584	        0.00
     7199.84	     2246.64	        0.00	     9446.48	034614	        0.00
     5381.12	     1668.03	        0.00	     7049.15	034681	        0.00
     9342.70	     4125.84	        0.00	    13468.54	034690	        0.00
     4083.07	      482.42	        0.00	     4565.49	034711	        0.00
     3564.88	     2524.51	        0.00	     6089.39	034801	        0.00
     3413.92	       69.67	        0.00	     3483.59	034819	        0.00
     9978.48	       80.46	        0.00	    10058.94	034835	        0.00
     4371.98	       45.73	        0.00	     4417.71	034924	        0.00
     8133.95	     2889.90	        0.00	    11023.85	034959	        0.00
     3491.71	      165.31	        0.00	     3657.02	035092	        0.00
     3831.60	      939.53	        0.00	     4771.13	035220	        0.00
     8255.42	     1803.52	        0.00	    10058.94	035254	        0.00
     6807.37	     2522.88	        0.00	     9330.25	035262	        0.00
    12444.91	     5780.41	     1806.11	    16419.21	035327	        0.00
     4724.50	     1263.22	      593.38	     5394.34	035343	        0.00
     8360.21	     3271.70	        0.00	    11631.91	035378	        0.00
    10404.93	     4251.03	        0.00	    14655.96	035408	        0.00
     5727.43	      901.92	        0.00	     6629.35	035475	        0.00
     9227.95	     3476.88	     1844.62	    10860.21	035505	        0.00
    14748.67	     6184.88	        0.00	    20933.55	035521	        0.00
    19429.51	     8758.35	        0.00	    28187.86	035572	        0.00
    20139.24	     9164.59	        0.00	    29303.83	035581	        0.00
    12951.73	     4940.07	        0.00	    17891.80	035599	        0.00
    16761.89	     6318.67	        0.00	    23080.56	035602	        0.00
    15931.72	     6726.15	        0.00	    22657.87	035611	        0.00
    15874.31	     5992.29	        0.00	    21866.60	035629	        0.00
     7291.51	     1464.15	        0.00	     8755.66	035637	        0.00
    23296.26	     1726.48	        0.00	    25022.74	035645	        0.00
    13044.66	     5833.18	        0.00	    18877.84	035653	        0.00
    15117.12	     6237.91	        0.00	    21355.03	035688	        0.00
    15348.20	     5703.03	        0.00	    21051.23	035696	        0.00
    19871.27	     8189.76	        0.00	    28061.03	035700	        0.00
    11599.92	     3642.28	        0.00	    15242.20	035718	        0.00
     8840.42	     2475.90	        0.00	    11316.32	035726	        0.00
    15822.32	     5963.71	        0.00	    21786.03	035742	        0.00
    11973.19	     3847.50	        0.00	    15820.69	035751	        0.00
    15822.32	     5963.71	        0.00	    21786.03	035769	        0.00
    12588.10	     4185.57	        0.00	    16773.67	035777	        0.00
    14069.83	      586.13	        0.00	    14655.96	035785	        0.00
    21009.08	     1443.79	        0.00	    22452.87	035793	        0.00
    15703.36	     6505.88	        0.00	    22209.24	035823	        0.00
    21831.45	    11008.51	     3254.41	    29585.55	035858	        0.00
    19088.24	     7678.46	        0.00	    26766.70	035866	        0.00
    19279.47	     7864.39	        0.00	    27143.86	035963	        0.00
    21114.08	     1456.77	        0.00	    22570.85	035971	        0.00
    17001.70	     6612.11	        0.00	    23613.81	035980	        0.00
    18608.94	     8330.76	        0.00	    26939.70	035998	        0.00
    16384.62	     6272.85	        0.00	    22657.47	036021	        0.00
    18071.61	     9012.79	     2684.04	    24400.36	036072	        0.00
    20005.24	     8182.62	        0.00	    28187.86	036081	        0.00
     3816.67	         .00	        0.00	     3816.67	036099	        0.00
     1451.59	       29.62	        0.00	     1481.21	036102	        0.00
    14917.92	     5466.47	        0.00	    20384.39	036129	        0.00
    13151.31	     5059.69	        0.00	    18211.00	036137	        0.00
    11221.65	     3434.31	        0.00	    14655.96	036145	        0.00
    17866.13	     8894.74	     2651.98	    24108.89	036161	        0.00
    29109.80	     2445.00	        0.00	    31554.80	036188	        0.00
    11221.65	     3434.31	        0.00	    14655.96	036200	        0.00
    24094.83	     2421.04	        0.00	    26515.87	036226	        0.00
    21990.00	    14798.50	     7972.46	    28816.04	036269	        0.00
    19871.17	     8189.70	        0.00	    28060.87	036277	        0.00
    25096.44	     9830.93	     7569.12	    27358.25	036285	        0.00
     7373.51	         .00	        0.00	     7373.51	036307	        0.00
    18989.99	     7705.24	        0.00	    26695.23	036331	        0.00
     6847.83	     1029.64	        0.00	     7877.47	036358	        0.00
    19116.35	     7774.72	        0.00	    26891.07	036366	        0.00
    26742.98	     2816.74	        0.00	    29559.72	036374	        0.00
    13548.08	      521.64	        0.00	    14069.72	036391	        0.00
    16147.54	     6061.70	        0.00	    22209.24	036404	        0.00
    14709.91	     5352.11	        0.00	    20062.02	036421	        0.00
    21157.30	     8896.80	        0.00	    30054.10	036455	        0.00
     9922.81	     2639.44	        0.00	    12562.25	036471	        0.00
    17165.96	    16890.28	     3374.94	    30681.30	036510	        0.00
    20190.56	     1342.63	        0.00	    21533.19	036536	        0.00
    10832.86	    11652.61	     2228.29	    20257.18	036552	        0.00
    21211.93	    10816.79	     3174.02	    28854.70	036579	        0.00
    13290.16	     4490.75	        0.00	    17780.91	036617	        0.00
    12640.24	     4133.43	        0.00	    16773.67	036650	        0.00
    14155.42	     5661.50	        0.00	    19816.92	036706	        0.00
    14000.58	     5568.70	        0.00	    19569.28	036757	        0.00
    16814.91	     6509.41	        0.00	    23324.32	036765	        0.00
    11295.08	     3947.12	        0.00	    15242.20	036773	        0.00
     8744.24	     2072.26	        0.00	    10816.50	036781	        0.00
    28925.88	     2422.27	        0.00	    31348.15	036790	        0.00
    22249.43	    11330.72	     3327.76	    30252.39	036854	        0.00
    19429.51	     8758.35	        0.00	    28187.86	036871	        0.00
    12613.40	     4199.48	        0.00	    16812.88	036889	        0.00
    15255.21	     5651.92	        0.00	    20907.13	036919	        0.00
    14195.85	     5069.50	        0.00	    19265.35	036927	        0.00
    20477.41	     1378.08	        0.00	    21855.49	036935	        0.00
    17694.22	     6992.84	        0.00	    24687.06	036943	        0.00
    16576.61	      895.96	        0.00	    17472.57	036994	        0.00
    19331.60	     7812.26	        0.00	    27143.86	037044	        0.00
    22634.92	    11428.28	     3288.86	    30774.34	037052	        0.00
    18211.83	     1098.06	        0.00	    19309.89	037109	        0.00
    14159.78	     1526.16	        0.00	    15685.94	037125	        0.00
    16946.92	     6581.99	        0.00	    23528.91	037133	        0.00
    17373.28	    10814.58	        0.00	    28187.86	037168	        0.00
    14005.15	     4964.64	        0.00	    18969.79	037176	        0.00
    13818.79	     8838.68	        0.00	    22657.47	037214	        0.00
    16140.20	     6851.10	        0.00	    22991.30	037249	        0.00
     3700.84	       75.53	        0.00	     3776.37	037257	        0.00
    27971.53	     2304.32	        0.00	    30275.85	037265	        0.00
    20898.66	     1943.45	        0.00	    22842.11	037273	        0.00
    16947.18	     6582.14	        0.00	    23529.32	037290	        0.00
    12263.54	     4444.21	        0.00	    16707.75	037303	        0.00
    15260.26	     5654.69	        0.00	    20914.95	037320	        0.00
    18682.37	     8291.40	        0.00	    26973.77	037371	        0.00
    16386.34	    16061.01	     3215.50	    29231.85	037419	        0.00
    18353.57	     8177.71	        0.00	    26531.28	037427	        0.00
    17033.42	     7441.02	        0.00	    24474.44	037435	        0.00
    13490.04	     4681.44	        0.00	    18171.48	037443	        0.00
    15931.72	     6726.15	        0.00	    22657.87	037460	        0.00
    21496.17	     2032.74	        0.00	    23528.91	037478	        0.00
    12738.28	     8562.84	        0.00	    21301.12	037486	        0.00
    21870.61	    11113.10	     3268.66	    29715.05	037494	        0.00
    13897.93	     4690.84	        0.00	    18588.77	037516	        0.00
    29449.20	     2486.95	        0.00	    31936.15	037541	        0.00
    26382.08	     2107.87	        0.00	    28489.95	037567	        0.00
    19893.89	     1305.96	        0.00	    21199.85	037575	        0.00
    14012.84	     5576.04	        0.00	    19588.88	037583	        0.00
     9813.64	       60.08	        0.00	     9873.72	037656	        0.00
    15386.60	     6399.43	        0.00	    21786.03	037664	        0.00
    20482.82	     9855.47	     2684.04	    27654.25	037672	        0.00
    14946.01	     5968.58	        0.00	    20914.59	037699	        0.00
     1781.24	         .00	        0.00	     1781.24	037702	        0.00
    22468.89	     1624.22	        0.00	    24093.11	037729	        0.00
    18362.46	     7360.25	        0.00	    25722.71	037761	        0.00
    20342.37	    10317.27	     3038.34	    27621.30	037770	        0.00
    16576.61	      895.96	        0.00	    17472.57	037834	        0.00
    13018.38	     4422.13	        0.00	    17440.51	037877	        0.00
    11115.84	    11093.40	        0.00	    22209.24	037885	        0.00
    20431.32	     9830.78	     3584.53	    26677.57	037893	        0.00
    25644.84	     2016.75	        0.00	    27661.59	037907	        0.00
    14007.35	     4965.85	        0.00	    18973.20	037923	        0.00
    20626.74	     8605.11	        0.00	    29231.85	037931	        0.00
    27868.91	     2291.64	        0.00	    30160.55	037940	        0.00
     5433.24	      496.04	        0.00	     5929.28	037966	        0.00
    17932.19	     7123.68	        0.00	    25055.87	038032	        0.00
    20094.93	     9221.41	        0.00	    29316.34	038041	        0.00
     3408.61	       69.56	        0.00	     3478.17	038059	        0.00
     6145.39	      582.59	        0.00	     6727.98	038067	        0.00
    16299.57	    10844.29	        0.00	    27143.86	038075	        0.00
    15436.98	     6429.62	        0.00	    21866.60	038083	        0.00
    11424.14	     5083.18	        0.00	    16507.32	038091	        0.00
    18584.47	     1144.12	        0.00	    19728.59	038105	        0.00
    22499.67	    11556.57	     3374.94	    30681.30	038113	        0.00
    18183.59	     7181.10	        0.00	    25364.69	038121	        0.00
    14795.39	     5961.69	        0.00	    20757.08	038148	        0.00
    13998.17	     4960.81	        0.00	    18958.98	038156	        0.00
    14121.14	     4947.61	        0.00	    19068.75	038164	        0.00
    18536.24	     7455.78	        0.00	    25992.02	038172	        0.00
    25184.06	     1959.80	        0.00	    27143.86	038199	        0.00
     9607.62	     2546.94	        0.00	    12154.56	038211	        0.00
     4932.54	      264.52	        0.00	     5197.06	038237	        0.00
    11542.48	     3610.70	        0.00	    15153.18	038253	        0.00
    12536.84	     4157.39	        0.00	    16694.23	038270	        0.00
    25022.90	     1939.88	        0.00	    26962.78	038296	        0.00
    11599.92	     3642.28	        0.00	    15242.20	038300	        0.00
    19613.53	     8048.06	        0.00	    27661.59	038326	        0.00
    18083.82	     8016.04	        0.00	    26099.86	038334	        0.00
    12375.32	     4068.59	        0.00	    16443.91	038342	        0.00
    18024.99	     7093.89	        0.00	    25118.88	038377	        0.00
    18096.78	     7214.17	        0.00	    25310.95	038407	        0.00
    12304.77	     4468.90	        0.00	    16773.67	038415	        0.00
    20147.93	     8341.86	        0.00	    28489.79	038431	        0.00
    21913.24	    11095.16	     3183.89	    29824.51	038458	        0.00
    10928.53	     3727.43	        0.00	    14655.96	038482	        0.00
    17305.47	     6698.32	        0.00	    24003.79	038491	        0.00
    13552.75	     5300.29	        0.00	    18853.04	038539	        0.00
     2932.15	       59.84	        0.00	     2991.99	038571	        0.00
    15766.86	     5852.41	        0.00	    21619.27	038580	        0.00
     5759.91	      409.20	        0.00	     6169.11	038601	        0.00
    13972.45	     4865.87	        0.00	    18838.32	038610	        0.00
    18631.55	     9252.36	     2763.27	    25120.64	038644	        0.00
    16087.94	     7873.23	     2374.53	    21586.64	038652	        0.00
    13681.57	     4544.34	        0.00	    18225.91	038661	        0.00
    21694.06	     7622.28	        0.00	    29316.34	038687	        0.00
    17546.68	    11840.58	        0.00	    29387.26	038725	        0.00
    18708.72	     1616.22	        0.00	    20324.94	038733	        0.00
     8541.89	     1961.02	        0.00	    10502.91	038768	        0.00
    15822.56	     5963.84	        0.00	    21786.40	038792	        0.00
    19082.24	     8614.44	        0.00	    27696.68	038814	        0.00
    17357.94	     6807.97	        0.00	    24165.91	038831	        0.00
    12336.45	     4571.30	        0.00	    16907.75	038881	        0.00
    12374.50	     5431.51	        0.00	    17806.01	038890	        0.00
    15224.03	     6301.99	        0.00	    21526.02	038903	        0.00
    12588.10	     4185.57	        0.00	    16773.67	038920	        0.00
    18131.46	     7233.23	        0.00	    25364.69	038938	        0.00
    12891.74	     4352.52	        0.00	    17244.26	038954	        0.00
    15931.47	     6726.00	        0.00	    22657.47	038962	        0.00
    21477.81	    10969.54	     3215.50	    29231.85	038997	        0.00
    15055.49	     6034.19	        0.00	    21089.68	039012	        0.00
    18148.92	     7162.03	        0.00	    25310.95	039021	        0.00
    14005.15	     4964.64	        0.00	    18969.79	039039	        0.00
    21882.79	     8104.56	     6498.57	    23488.78	039055	        0.00
    15659.18	     5874.01	        0.00	    21533.19	039063	        0.00
     8175.35	     1759.50	        0.00	     9934.85	039080	        0.00
    18350.94	     7353.91	        0.00	    25704.85	039098	        0.00
    14582.76	     5282.20	        0.00	    19864.96	039101	        0.00
    16549.48	     7096.40	        0.00	    23645.88	039110	        0.00
    13614.32	     4749.77	        0.00	    18364.09	039128	        0.00
    10961.59	     3129.73	        0.00	    14091.32	039144	        0.00
    23903.34	     1801.51	        0.00	    25704.85	039152	        0.00
    15381.10	    12947.33	        0.00	    28328.43	039161	        0.00
    13542.17	     4629.31	        0.00	    18171.48	039179	        0.00
    20893.04	    10551.52	     3116.13	    28328.43	039195	        0.00
     5125.07	      372.03	        0.00	     5497.10	039217	        0.00
     6741.22	      890.24	        0.00	     7631.46	039225	        0.00
     2027.67	      277.77	      223.76	     2081.68	039233	        0.00
    19953.11	     8234.75	        0.00	    28187.86	039241	        0.00
    14399.67	     5641.13	        0.00	    20040.80	039284	        0.00
    14003.87	     4963.95	        0.00	    18967.82	039292	        0.00
    20370.78	    10333.58	     3042.77	    27661.59	039306	        0.00
     8771.76	     2087.39	        0.00	    10859.15	039331	        0.00
     9308.31	     2382.38	        0.00	    11690.69	039373	        0.00
    15075.69	    14823.00	        0.00	    29898.69	039381	        0.00
    16286.24	     6218.76	        0.00	    22505.00	039390	        0.00
    12894.26	     5743.04	        0.00	    18637.30	039403	        0.00
    13104.29	     5868.91	        0.00	    18973.20	039420	        0.00
    20436.25	    10207.01	     3036.72	    27606.54	039438	        0.00
    21285.24	     8967.15	        0.00	    30252.39	039446	        0.00
    14866.89	     1042.15	        0.00	    15909.04	039497	        0.00
     2705.82	       46.55	        0.00	     2752.37	039519	        0.00
    10637.24	     3552.85	        0.00	    14190.09	039543	        0.00
    21264.06	    10764.66	     3174.02	    28854.70	039560	        0.00
    18185.19	     1094.77	        0.00	    19279.96	039594	        0.00
    20014.73	     8187.83	        0.00	    28202.56	039608	        0.00
    20619.50	     1395.64	        0.00	    22015.14	039616	        0.00
    14893.88	     6020.71	        0.00	    20914.59	039624	        0.00
     6574.79	      798.72	        0.00	     7373.51	039632	        0.00
     7604.87	     1365.06	        0.00	     8969.93	039659	        0.00
     2111.00	       43.08	        0.00	     2154.08	039667	        0.00
    18750.62	     7573.65	        0.00	    26324.27	039675	        0.00
    15113.34	      715.10	        0.00	    15828.44	039683	        0.00
    16384.62	     6272.85	        0.00	    22657.47	039691	        0.00
    24760.60	     1907.46	        0.00	    26668.06	039705	        0.00
    16436.76	     6220.71	        0.00	    22657.47	039730	        0.00
    15436.98	     6429.62	        0.00	    21866.60	039764	        0.00
    13490.04	     4681.44	        0.00	    18171.48	039772	        0.00
     9170.83	     2306.81	        0.00	    11477.64	039781	        0.00
    13490.04	     4681.44	        0.00	    18171.48	039799	        0.00
    13029.57	      457.56	        0.00	    13487.13	039802	        0.00
    13999.23	     5484.50	        0.00	    19483.73	039829	        0.00
    10591.19	     3087.70	        0.00	    13678.89	039845	        0.00
    17991.90	     7075.72	        0.00	    25067.62	039861	        0.00
    14366.58	      622.81	        0.00	    14989.39	039900	        0.00
    18114.16	     9037.22	     2690.68	    24460.70	039934	        0.00
    11902.75	     3727.97	        0.00	    15630.72	039951	        0.00
    15787.59	    10743.69	        0.00	    26531.28	039969	        0.00
    16826.91	     8100.10	        0.00	    24927.01	039977	        0.00
    13790.61	     4846.69	        0.00	    18637.30	040002	        0.00
    21216.49	     9810.24	        0.00	    31026.73	040037	        0.00
    17561.36	     6839.00	        0.00	    24400.36	040045	        0.00
     8525.86	     1952.21	        0.00	    10478.07	040061	        0.00
    10208.90	     3296.12	        0.00	    13505.02	040070	        0.00
     5551.96	      377.51	        0.00	     5929.47	040096	        0.00
    23607.27	    10243.76	        0.00	    33851.03	040118	        0.00
    11126.50	      483.25	        0.00	    11609.75	040134	        0.00
    10379.81	     3398.56	        0.00	    13778.37	040169	        0.00
     6408.35	      707.22	        0.00	     7115.57	040177	        0.00
    20546.97	     8561.25	        0.00	    29108.22	040185	        0.00
    18651.09	     8356.02	        0.00	    27007.11	040193	        0.00
     8581.24	         .00	        0.00	     8581.24	040240	        0.00
    20401.85	    10269.34	     3039.49	    27631.70	040258	        0.00
     4564.46	       45.96	        0.00	     4610.42	040282	        0.00
    17455.19	     7672.88	        0.00	    25128.07	040304	        0.00
    18893.10	     8501.08	        0.00	    27394.18	040312	        0.00
    20074.49	     9209.16	        0.00	    29283.65	040347	        0.00
    16922.44	     7379.99	        0.00	    24302.43	040355	        0.00
    14754.05	     5295.58	        0.00	    20049.63	040363	        0.00
    15795.60	     5868.21	        0.00	    21663.81	040371	        0.00
    10351.51	      126.56	        0.00	    10478.07	040380	        0.00
    13447.83	     4658.24	        0.00	    18106.07	040398	        0.00
    10126.65	     8044.83	        0.00	    18171.48	040401	        0.00
    14182.93	     5062.39	        0.00	    19245.32	040410	        0.00
    22269.04	     9508.03	        0.00	    31777.07	040436	        0.00
    16946.92	     6581.99	        0.00	    23528.91	040479	        0.00
    14591.58	      650.62	        0.00	    15242.20	040487	        0.00
    19481.65	     8706.21	        0.00	    28187.86	040495	        0.00
    18845.23	     7625.67	        0.00	    26470.90	040509	        0.00
    19356.16	     7906.56	        0.00	    27262.72	040525	        0.00
    20840.90	    10603.66	     3116.13	    28328.43	040533	        0.00
    17509.38	     8607.71	     2588.18	    23528.91	040541	        0.00
     9796.19	    15673.85	        0.00	    25470.04	040550	        0.00
    19979.87	     1806.16	        0.00	    21786.03	040568	        0.00
    10028.61	     2778.40	        0.00	    12807.01	040614	        0.00
    16946.92	     6581.99	        0.00	    23528.91	040622	        0.00
    21203.11	     1467.77	        0.00	    22670.88	040657	        0.00
     8235.05	     1792.33	        0.00	    10027.38	040665	        0.00
    10774.40	     3188.43	        0.00	    13962.83	040681	        0.00
     9771.77	     2950.73	        0.00	    12722.50	040711	        0.00
    13599.48	     8666.19	        0.00	    22265.67	040771	        0.00
     7909.39	     3174.91	     1098.44	     9985.86	040797	        0.00
    12588.10	     4185.57	        0.00	    16773.67	040827	        0.00
    11651.92	     3670.88	        0.00	    15322.80	040835	        0.00
    13039.06	     4433.51	        0.00	    17472.57	040843	        0.00
    22499.67	    11556.57	     3374.94	    30681.30	040860	        0.00
    16476.41	     2493.38	        0.00	    18969.79	040878	        0.00
    13615.73	     5254.65	        0.00	    18870.38	040886	        0.00
     5322.50	      290.25	        0.00	     5612.75	040959	        0.00
    22355.25	     9645.26	     6934.83	    25065.68	040967	        0.00
    19744.65	     9973.89	     2945.08	    26773.46	040975	        0.00
     8434.42	     1901.94	        0.00	    10336.36	040991	        0.00
    22536.33	     9574.18	        0.00	    32110.51	041009	        0.00
    20205.93	     8373.75	        0.00	    28579.68	041025	        0.00
     9897.56	     2706.35	        0.00	    12603.91	041041	        0.00
    15086.85	     1075.02	        0.00	    16161.87	041076	        0.00
    21477.81	    10969.54	     3215.50	    29231.85	041084	        0.00
    11258.20	     3925.02	        0.00	    15183.22	041149	        0.00
    21550.36	    10922.27	     3155.71	    29316.92	041165	        0.00
    19235.34	     9681.31	     2865.61	    26051.04	041173	        0.00
    26617.55	     2798.00	        0.00	    29415.55	041181	        0.00
