Remuneracao Liquida	Descontos Legais	Indenizacoes	Remuneracao Bruta	Matricula	Redutor
     9449.66	     4274.61	        0.00	    13724.27	175781	        0.00
     4742.06	     1300.78	        0.00	     6042.84	175803	        0.00
     2932.50	      528.83	        0.00	     3461.33	175811	        0.00
     7493.85	     3101.11	        0.00	    10594.96	175820	        0.00
     4146.75	      962.57	        0.00	     5109.32	175943	        0.00
     5205.03	     1653.35	        0.00	     6858.38	175978	        0.00
     4599.89	     1272.19	        0.00	     5872.08	176001	        0.00
     5991.49	     1717.59	      572.43	     7136.65	176010	        0.00
     7422.22	     1086.82	     1100.78	     7408.26	176095	        0.00
     4775.68	     1471.93	        0.00	     6247.61	176141	        0.00
     8876.46	     3730.45	     1249.33	    11357.58	176150	        0.00
     5652.23	     1183.78	        0.00	     6836.01	176192	        0.00
     9800.59	     4267.35	        0.00	    14067.94	176265	        0.00
     9986.21	     4594.91	        0.00	    14581.12	176290	        0.00
     5073.40	     1563.91	        0.00	     6637.31	176311	        0.00
     6494.76	     2502.29	        0.00	     8997.05	176389	        0.00
     6604.67	     1135.88	        0.00	     7740.55	176397	        0.00
     4762.56	     1380.70	        0.00	     6143.26	176427	        0.00
     4494.91	      708.79	        0.00	     5203.70	176478	        0.00
     8205.23	     3322.87	     1127.03	    10401.07	176508	        0.00
    11898.09	     5442.45	     1701.73	    15638.81	176524	        0.00
     5410.20	     1500.19	        0.00	     6910.39	176532	        0.00
     4933.56	      627.06	        0.00	     5560.62	176559	        0.00
    10060.46	     4639.43	        0.00	    14699.89	176591	        0.00
    11152.05	     4919.33	     1567.24	    14504.14	176605	        0.00
     3742.83	      895.76	        0.00	     4638.59	176613	        0.00
     3558.13	      682.88	        0.00	     4241.01	176630	        0.00
     2225.60	       45.42	        0.00	     2271.02	176656	        0.00
     5034.33	     1601.56	        0.00	     6635.89	176681	        0.00
     5527.14	     1551.08	      522.63	     6555.59	176729	        0.00
     5065.37	     1448.92	        0.00	     6514.29	176796	        0.00
     7261.00	     2794.76	        0.00	    10055.76	176800	        0.00
    15412.59	     7847.27	        0.00	    23259.86	176982	        0.00
    21187.72	    10114.16	        0.00	    31301.88	176991	        0.00
     4666.22	     1368.58	        0.00	     6034.80	177008	        0.00
     3781.40	      793.80	        0.00	     4575.20	177016	        0.00
     8421.27	     2647.13	      650.00	    10418.40	177041	        0.00
    10680.04	     4844.00	        0.00	    15524.04	177083	        0.00
     3139.59	     1278.12	        0.00	     4417.71	177091	        0.00
     7958.67	     3203.22	     1106.13	    10055.76	177121	        0.00
     6494.76	     2502.29	        0.00	     8997.05	177181	        0.00
     4877.82	     1460.91	        0.00	     6338.73	177229	        0.00
     7837.06	      159.94	        0.00	     7997.00	177237	        0.00
     7511.46	     2998.77	        0.00	    10510.23	177245	        0.00
     6062.78	      936.06	     2235.84	     4763.00	177288	        0.00
     7617.26	     3175.07	        0.00	    10792.33	177296	        0.00
     7726.85	     3094.21	        0.00	    10821.06	177326	        0.00
     7568.10	     2550.74	        0.00	    10118.84	177334	        0.00
     3975.32	      868.10	        0.00	     4843.42	177369	        0.00
    10613.41	     4375.98	        0.00	    14989.39	177377	        0.00
     8297.92	     3340.36	        0.00	    11638.28	177385	        0.00
     2990.18	         .00	        0.00	     2990.18	177393	        0.00
     8338.81	     3421.60	     1165.45	    10594.96	177415	        0.00
      843.95	       17.22	        0.00	      861.17	177423	        0.00
    13736.59	     6522.45	     2007.65	    18251.39	177440	        0.00
     8579.70	     3491.51	        0.00	    12071.21	177458	        0.00
     4041.52	     1043.04	        0.00	     5084.56	177491	        0.00
     3971.51	      932.15	      485.95	     4417.71	177512	        0.00
     3636.88	      780.83	        0.00	     4417.71	177521	        0.00
     1724.25	         .00	        0.00	     1724.25	177539	        0.00
     2930.38	       59.80	        0.00	     2990.18	177555	        0.00
    13868.06	     4087.99	     3654.86	    14301.19	177563	        0.00
     7629.84	     3159.02	        0.00	    10788.86	177628	        0.00
     4103.98	     1010.16	        0.00	     5114.14	177661	        0.00
     3933.78	      989.92	        0.00	     4923.70	177709	        0.00
      998.44	       20.38	        0.00	     1018.82	177717	        0.00
     7408.80	     3050.12	        0.00	    10458.92	177725	        0.00
    15717.84	     7660.61	     2316.78	    21061.67	177741	        0.00
     2507.35	      105.42	        0.00	     2612.77	177750	        0.00
     7441.25	     2391.32	        0.00	     9832.57	177792	        0.00
     4534.17	     1180.54	        0.00	     5714.71	177806	        0.00
     4028.24	      875.42	      485.95	     4417.71	177814	        0.00
     1503.63	         .00	        0.00	     1503.63	177822	        0.00
     6104.82	      702.26	      927.78	     5879.30	177849	        0.00
    10243.03	     4748.85	        0.00	    14991.88	177881	        0.00
     4394.72	     1243.61	        0.00	     5638.33	177938	        0.00
     3636.88	      780.83	        0.00	     4417.71	177954	        0.00
    10696.92	     5020.89	        0.00	    15717.81	177962	        0.00
     3755.90	      838.53	        0.00	     4594.43	178004	        0.00
     4056.82	      360.89	        0.00	     4417.71	178039	        0.00
     2904.06	      557.27	        0.00	     3461.33	178063	        0.00
     3971.51	      932.15	      485.95	     4417.71	178071	        0.00
     3932.12	      859.03	        0.00	     4791.15	178110	        0.00
     2794.78	       75.79	        0.00	     2870.57	178128	        0.00
     2769.11	      101.46	        0.00	     2870.57	178136	        0.00
     6359.99	     2037.50	        0.00	     8397.49	178144	        0.00
     6196.60	     1483.07	        0.00	     7679.67	178276	        0.00
     7106.95	     1436.93	        0.00	     8543.88	178284	        0.00
     2941.05	      531.88	        0.00	     3472.93	178292	        0.00
    16576.61	      895.96	        0.00	    17472.57	178322	        0.00
     2033.00	         .00	        0.00	     2033.00	178357	        0.00
     2687.10	     3333.78	        0.00	     6020.88	178365	        0.00
     3860.87	      890.28	        0.00	     4751.15	178373	        0.00
     5011.26	     1529.74	        0.00	     6541.00	178381	        0.00
     1915.63	       39.09	        0.00	     1954.72	178411	        0.00
    10843.37	     3226.35	        0.00	    14069.72	178420	        0.00
     2413.62	      413.41	        0.00	     2827.03	178438	        0.00
     8543.71	     3730.35	        0.00	    12274.06	178489	        0.00
     8443.08	     3317.33	     1165.45	    10594.96	178527	        0.00
     7935.52	     3308.48	        0.00	    11244.00	178535	        0.00
     6898.80	     2744.46	        0.00	     9643.26	178543	        0.00
     7051.48	     2446.39	      650.00	     8847.87	178551	        0.00
     8327.37	     3506.28	        0.00	    11833.65	178578	        0.00
     7911.00	     2794.76	      650.00	    10055.76	178586	        0.00
     5054.63	     1472.36	        0.00	     6526.99	178594	        0.00
     8354.00	     3118.14	     1090.71	    10381.43	178608	        0.00
     8103.39	     3299.66	        0.00	    11403.05	178616	        0.00
     5252.49	     1566.53	      675.76	     6143.26	178632	        0.00
     8689.71	     3541.10	     1212.06	    11018.75	178641	        0.00
     4657.13	     1400.88	        0.00	     6058.01	178659	        0.00
     7572.75	     3148.38	        0.00	    10721.13	178667	        0.00
     7859.39	     3158.94	        0.00	    11018.33	178675	        0.00
    11373.62	     5426.47	        0.00	    16800.09	178683	        0.00
     6271.98	     2284.09	        0.00	     8556.07	178721	        0.00
     4690.02	      815.21	      397.28	     5107.95	178748	        0.00
     7134.37	     1843.76	      647.91	     8330.22	178772	        0.00
     8087.77	     2778.82	        0.00	    10866.59	178802	        0.00
     2544.67	      445.51	        0.00	     2990.18	178829	        0.00
     7377.60	     2864.66	        0.00	    10242.26	179108	        0.00
     6129.97	     2200.24	        0.00	     8330.21	179124	        0.00
     6079.69	     1989.50	        0.00	     8069.19	179167	        0.00
     7541.78	     3129.83	        0.00	    10671.61	179175	        0.00
     8122.31	     3227.61	        0.00	    11349.92	179183	        0.00
     7666.22	     1543.67	     1874.58	     7335.31	179191	        0.00
     7928.09	     3361.37	        0.00	    11289.46	179205	        0.00
     8828.68	     7508.67	        0.00	    16337.35	179248	        0.00
     5900.35	     2146.02	        0.00	     8046.37	179256	        0.00
     2638.64	         .00	        0.00	     2638.64	179264	        0.00
     8214.06	     3477.63	        0.00	    11691.69	179281	        0.00
     1142.35	       23.31	        0.00	     1165.66	179299	        0.00
    12211.00	     5928.37	        0.00	    18139.37	179311	        0.00
     6494.70	     2168.71	        0.00	     8663.41	179396	        0.00
    17880.30	     8902.89	     2654.19	    24129.00	179400	        0.00
    20005.78	    10123.90	     2985.82	    27143.86	179418	        0.00
     3813.34	     2004.52	        0.00	     5817.86	179434	        0.00
    12123.47	     4741.58	        0.00	    16865.05	179728	        0.00
     2932.50	      528.83	        0.00	     3461.33	179736	        0.00
     1462.48	       29.85	        0.00	     1492.33	179761	        0.00
     3273.84	      689.55	        0.00	     3963.39	179825	        0.00
     3186.60	      619.74	        0.00	     3806.34	179833	        0.00
     3028.28	      601.70	        0.00	     3629.98	179841	        0.00
    14751.93	     7367.91	        0.00	    22119.84	180009	        0.00
     1898.89	       38.75	        0.00	     1937.64	180114	        0.00
     1381.81	       28.20	        0.00	     1410.01	180131	        0.00
     1872.81	         .00	        0.00	     1872.81	180149	        0.00
    17605.24	     9161.46	        0.00	    26766.70	180262	        0.00
    13412.56	     6258.95	      650.00	    19021.51	180335	        0.00
    15989.26	     7758.74	        0.00	    23748.00	180351	        0.00
     4014.16	      403.55	        0.00	     4417.71	180467	        0.00
     2109.87	       43.06	        0.00	     2152.93	180475	        0.00
    11719.18	     5633.60	        0.00	    17352.78	180483	        0.00
    11383.21	     4334.60	        0.00	    15717.81	180491	        0.00
     5202.09	     1644.11	        0.00	     6846.20	180505	        0.00
    13921.09	     6857.05	        0.00	    20778.14	180513	        0.00
    10923.19	     6424.70	        0.00	    17347.89	180521	        0.00
    10460.83	     4198.63	        0.00	    14659.46	180530	        0.00
     3810.07	      791.51	        0.00	     4601.58	180556	        0.00
    11487.48	     4230.33	        0.00	    15717.81	180858	        0.00
    10910.52	     4074.72	        0.00	    14985.24	180891	        0.00
    11383.21	     4334.60	        0.00	    15717.81	180921	        0.00
     6335.68	     2270.86	      852.90	     7753.64	180939	        0.00
    10527.17	     4919.16	        0.00	    15446.33	180963	        0.00
     1178.03	         .00	        0.00	     1178.03	181048	        0.00
     3350.01	     2359.39	        0.00	     5709.40	181056	        0.00
    15332.91	     7382.98	     2211.55	    20504.34	181137	        0.00
     3194.67	      445.51	      650.00	     2990.18	181145	        0.00
     6710.19	     2036.54	        0.00	     8746.73	181153	        0.00
     6182.10	     2148.11	        0.00	     8330.21	181170	        0.00
     8114.34	     3028.04	      325.00	    10817.38	181196	        0.00
     4506.11	     1137.75	      559.30	     5084.56	181277	        0.00
     3594.89	      822.82	        0.00	     4417.71	181285	        0.00
     6680.84	     2447.04	        0.00	     9127.88	181307	        0.00
     8921.01	     3354.59	        0.00	    12275.60	181323	        0.00
     9032.34	     3856.43	        0.00	    12888.77	181331	        0.00
     6832.10	     2148.11	      650.00	     8330.21	181358	        0.00
     9311.02	     4106.86	        0.00	    13417.88	181374	        0.00
    12530.14	     5524.79	        0.00	    18054.93	181412	        0.00
     7549.26	     2967.54	        0.00	    10516.80	181447	        0.00
     6119.30	     1943.48	      656.78	     7406.00	181463	        0.00
    12379.82	     4007.28	        0.00	    16387.10	181498	        0.00
     5177.13	     1365.91	        0.00	     6543.04	181544	        0.00
     7252.46	     2873.03	        0.00	    10125.49	181579	        0.00
     8195.99	     3048.97	      650.00	    10594.96	181587	        0.00
     8507.71	     3235.80	      650.00	    11093.51	181617	        0.00
     7156.72	     2899.04	        0.00	    10055.76	181625	        0.00
     5049.15	     1553.26	        0.00	     6602.41	181633	        0.00
    10877.37	     4879.93	     1561.53	    14195.77	181668	        0.00
    21235.79	    10748.42	     3169.61	    28814.60	181676	        0.00
    10340.09	     3971.78	     1671.37	    12640.50	181692	        0.00
     2644.96	      470.09	        0.00	     3115.05	181706	        0.00
     8002.71	     3239.31	        0.00	    11242.02	181714	        0.00
     4784.66	     1393.92	        0.00	     6178.58	181757	        0.00
     6674.76	     2443.39	        0.00	     9118.15	181765	        0.00
     5012.67	     1456.26	        0.00	     6468.93	181773	        0.00
     7417.15	     3055.13	        0.00	    10472.28	181790	        0.00
    39376.82	    19579.43	     5842.51	    60349.17	181803	     7235.43
     6442.92	     2387.81	        0.00	     8830.73	181811	        0.00
    11581.36	     4956.13	        0.00	    16537.49	181820	        0.00
     8058.97	     1695.51	        0.00	     9754.48	181838	        0.00
     7958.67	     3203.22	     1106.13	    10055.76	181871	        0.00
    13824.66	     6895.52	        0.00	    20720.18	181889	        0.00
     6983.62	     2200.42	        0.00	     9184.04	181901	        0.00
     7545.59	     3048.36	        0.00	    10593.95	181919	        0.00
    16829.61	     8262.36	        0.00	    25091.97	181960	        0.00
     2861.40	      469.99	        0.00	     3331.39	181994	        0.00
     6866.70	     2130.35	        0.00	     8997.05	182010	        0.00
     9396.93	     4029.46	     1330.54	    12095.85	182028	        0.00
     6182.10	     2148.11	        0.00	     8330.21	182044	        0.00
     4493.33	      495.88	     1665.60	     3323.61	182079	        0.00
     2782.71	      513.84	        0.00	     3296.55	182109	        0.00
     3594.89	      822.82	        0.00	     4417.71	182117	        0.00
     7110.90	     1985.74	        0.00	     9096.64	182273	        0.00
     7107.29	     2869.40	        0.00	     9976.69	182401	        0.00
     8390.94	     3369.47	     1165.45	    10594.96	182761	        0.00
     3148.72	      138.24	        0.00	     3286.96	182818	        0.00
     7754.29	     3257.19	        0.00	    11011.48	182851	        0.00
    16259.36	     7261.12	     1948.15	    21572.33	182931	        0.00
     8415.36	     3465.58	     1177.39	    10703.55	182940	        0.00
     7881.13	     3062.63	        0.00	    10943.76	182982	        0.00
     6611.68	     2572.36	        0.00	     9184.04	182991	        0.00
    16947.43	     8202.81	     2492.37	    22657.87	183067	        0.00
    12649.92	      410.64	        0.00	    13060.56	183130	        0.00
     3143.70	     1607.45	        0.00	     4751.15	183148	        0.00
     6186.46	     2088.52	        0.00	     8274.98	183181	        0.00
     4286.55	      583.92	        0.00	     4870.47	183199	        0.00
    20261.63	     9216.76	     2850.93	    26627.46	183211	        0.00
    10534.61	     6598.50	        0.00	    17133.11	183229	        0.00
    16156.59	     6147.49	        0.00	    22304.08	183237	        0.00
     7200.33	     2925.16	        0.00	    10125.49	183245	        0.00
     6112.43	     1275.18	        0.00	     7387.61	183300	        0.00
     3594.89	      822.82	        0.00	     4417.71	183318	        0.00
    12713.23	     4064.24	        0.00	    16777.47	183393	        0.00
    22073.97	     9212.54	     9655.46	    22311.00	183407	      679.95
    13531.31	     6719.71	        0.00	    20251.02	183431	        0.00
    13912.16	      899.49	        0.00	    14811.65	183482	        0.00
     9928.31	     4560.22	        0.00	    14488.53	183504	        0.00
     8195.99	     3048.97	      650.00	    10594.96	183547	        0.00
    11555.19	     4940.45	        0.00	    16495.64	183571	        0.00
     4408.30	      904.24	        0.00	     5312.54	183580	        0.00
     8308.04	     2729.15	     1383.67	     9653.52	183598	        0.00
     3594.89	      822.82	        0.00	     4417.71	183644	        0.00
     2932.50	      528.83	        0.00	     3461.33	183687	        0.00
     6286.30	     2377.34	        0.00	     8663.64	183709	        0.00
    10050.15	     3200.97	        0.00	    13251.12	183717	        0.00
     3142.84	      622.53	        0.00	     3765.37	183725	        0.00
     5414.69	     1854.93	        0.00	     7269.62	183733	        0.00
     6077.83	     2252.38	        0.00	     8330.21	183776	        0.00
     2819.19	      477.36	        0.00	     3296.55	183792	        0.00
     3971.51	      932.15	      485.95	     4417.71	183814	        0.00
     5845.30	     1289.92	        0.00	     7135.22	183849	        0.00
     2806.33	       57.27	        0.00	     2863.60	183865	        0.00
     7676.54	     2615.74	        0.00	    10292.28	183873	        0.00
     6537.59	     1670.54	        0.00	     8208.13	183881	        0.00
     9126.96	     3094.15	        0.00	    12221.11	183903	        0.00
     5568.44	      562.69	        0.00	     6131.13	183911	        0.00
     4208.53	       32.48	        0.00	     4241.01	183938	        0.00
     6077.83	     2252.38	        0.00	     8330.21	183954	        0.00
    10047.15	     3995.46	     1163.67	    12878.94	183971	        0.00
    16311.63	     7736.65	        0.00	    24048.28	183989	        0.00
     2261.74	      363.39	        0.00	     2625.13	183997	        0.00
     2727.40	      412.10	        0.00	     3139.50	184004	        0.00
     2804.97	      491.58	        0.00	     3296.55	184021	        0.00
     4752.33	     1181.70	        0.00	     5934.03	184047	        0.00
     6952.60	     1582.76	     2133.84	     6401.52	184055	        0.00
     6241.42	     1755.58	        0.00	     7997.00	184063	        0.00
     3646.12	      782.64	        0.00	     4428.76	184071	        0.00
     9311.02	     4106.86	        0.00	    13417.88	184098	        0.00
     4244.89	      822.82	      650.00	     4417.71	184101	        0.00
     5245.48	     1075.27	        0.00	     6320.75	184136	        0.00
     6029.25	     2223.28	        0.00	     8252.53	184144	        0.00
     6685.98	     2472.10	      907.56	     8250.52	184217	        0.00
     7081.50	     2535.14	      953.00	     8663.64	184250	        0.00
    11699.53	     5621.82	        0.00	    17321.35	184268	        0.00
    11922.33	     5270.79	        0.00	    17193.12	184284	        0.00
    15442.22	     7781.64	        0.00	    23223.86	184527	        0.00
    10946.37	     5078.37	        0.00	    16024.74	184624	        0.00
     7941.30	     3029.06	     1087.15	     9883.21	184659	        0.00
     6411.96	     2103.36	      185.12	     8330.20	184675	        0.00
     9093.08	     3317.33	     1815.45	    10594.96	184683	        0.00
     4166.99	     1081.03	        0.00	     5248.02	184691	        0.00
     8202.31	     3525.72	        0.00	    11728.03	184730	        0.00
     7870.89	     3152.79	     1092.44	     9931.24	184756	        0.00
     5641.17	     1614.56	        0.00	     7255.73	184781	        0.00
     3665.32	      752.39	        0.00	     4417.71	184799	        0.00
     6402.83	     2252.38	      325.00	     8330.21	184811	        0.00
     3766.17	      786.62	        0.00	     4552.79	184845	        0.00
     5587.28	     1791.61	        0.00	     7378.89	184853	        0.00
     3903.53	      847.62	        0.00	     4751.15	184861	        0.00
     7829.54	     3135.53	        0.00	    10965.07	184896	        0.00
     7210.56	     2931.30	        0.00	    10141.86	184918	        0.00
     4014.16	      889.50	      485.95	     4417.71	184951	        0.00
     4061.32	     1052.82	        0.00	     5114.14	185001	        0.00
     6498.49	     2322.95	        0.00	     8821.44	185078	        0.00
     7247.15	     2814.94	        0.00	    10062.09	185132	        0.00
     3665.32	      752.39	        0.00	     4417.71	185141	        0.00
    17983.57	     8962.21	     2670.30	    24275.48	185167	        0.00
    14244.14	     6814.03	     2086.85	    18971.32	185175	        0.00
    13143.78	     5599.14	     1506.74	    17236.18	185191	        0.00
     3319.78	       67.75	        0.00	     3387.53	185221	        0.00
     6579.96	     1875.11	        0.00	     8455.07	185256	        0.00
     5846.42	     1435.45	        0.00	     7281.87	185264	        0.00
     8198.19	     3523.25	        0.00	    11721.44	185299	        0.00
     2266.59	      377.38	        0.00	     2643.97	185302	        0.00
     8171.22	     3507.10	        0.00	    11678.32	185337	        0.00
    10715.77	     5032.19	        0.00	    15747.96	185400	        0.00
    26098.55	    11305.03	    11488.86	    25914.72	185451	        0.00
     6412.49	     1520.96	        0.00	     7933.45	185558	        0.00
     7156.72	     2899.04	        0.00	    10055.76	185574	        0.00
     5042.55	     1038.00	      650.00	     5430.55	185582	        0.00
     3634.12	      329.27	        0.00	     3963.39	185604	        0.00
    14394.17	     7236.88	        0.00	    22735.71	185647	     1104.66
     3636.88	      780.83	        0.00	     4417.71	185698	        0.00
     9848.12	     2679.17	        0.00	    12527.29	185701	        0.00
     8556.07	     3284.16	      989.68	    10850.55	185728	        0.00
     9308.90	     4188.97	        0.00	    13497.87	185736	        0.00
    17092.06	     8450.06	     2531.20	    23010.92	185779	        0.00
     6077.83	     2252.38	        0.00	     8330.21	185787	        0.00
    13979.84	      575.01	        0.00	    14554.85	185795	        0.00
     7763.24	     2775.24	      229.11	    10309.37	185809	        0.00
    17543.45	     6909.95	        0.00	    24453.40	185817	        0.00
     4366.37	      555.47	        0.00	     4921.84	185825	        0.00
     6864.59	     1038.87	        0.00	     7903.46	185841	        0.00
     3636.88	      780.83	        0.00	     4417.71	185973	        0.00
     3594.89	      822.82	        0.00	     4417.71	185981	        0.00
     8300.66	     3584.68	        0.00	    11885.34	186058	        0.00
    18464.49	     7459.38	     6480.97	    19442.90	186091	        0.00
     3322.65	      150.28	        0.00	     3472.93	186236	        0.00
     8652.81	     3466.59	     1017.66	    11101.74	186252	        0.00
     9106.41	     2271.38	        0.00	    11377.79	186295	        0.00
     8775.70	     3672.57	     1233.61	    11214.66	186325	        0.00
     4218.92	     1054.86	      522.63	     4751.15	186333	        0.00
    10750.06	     3986.50	        0.00	    14736.56	186350	        0.00
     6182.10	     2148.11	        0.00	     8330.21	186368	        0.00
     2941.05	      531.88	        0.00	     3472.93	186414	        0.00
     3469.55	         .00	        0.00	     3469.55	186473	        0.00
     7212.28	     2774.45	      989.68	     8997.05	186520	        0.00
     6077.83	     2252.38	        0.00	     8330.21	186546	        0.00
     8033.40	     3424.49	        0.00	    11457.89	186554	        0.00
     8105.22	     2068.52	      809.72	     9364.02	186562	        0.00
     7531.39	     3123.60	        0.00	    10654.99	186589	        0.00
     2544.67	      445.51	        0.00	     2990.18	186597	        0.00
     8792.99	     2733.49	      831.81	    10694.67	186643	        0.00
    10992.13	     5197.83	        0.00	    16189.96	186651	        0.00
     4835.93	      993.54	      126.74	     5702.73	186660	        0.00
     3916.15	      829.14	        0.00	     4745.29	186694	        0.00
     6077.83	     2252.38	        0.00	     8330.21	186732	        0.00
     6794.30	     2452.23	      916.32	     8330.21	186741	        0.00
     8916.51	     3753.47	     1255.58	    11414.40	186775	        0.00
     4950.36	     1576.63	        0.00	     6526.99	186783	        0.00
     9031.06	     3832.89	        0.00	    12863.95	186848	        0.00
     3594.89	      822.82	        0.00	     4417.71	186864	        0.00
    12403.04	     5982.12	        0.00	    18385.16	186872	        0.00
     9233.73	     3495.33	        0.00	    12729.06	186911	        0.00
     7687.68	     2622.42	        0.00	    10310.10	186945	        0.00
     7270.88	     2808.11	      998.82	     9080.17	186953	        0.00
     5193.59	     1635.24	        0.00	     6828.83	186970	        0.00
    13838.05	     6903.56	        0.00	    20741.61	186988	        0.00
     4695.87	     1340.71	        0.00	     6036.58	187011	        0.00
     9022.32	         .00	        0.00	     9022.32	187038	        0.00
     9656.94	     3967.45	        0.00	    13624.39	187046	        0.00
     4729.63	     4062.10	        0.00	     8791.73	187054	        0.00
     8025.03	     3336.08	        0.00	    11361.11	187160	        0.00
     3665.32	      752.39	        0.00	     4417.71	187178	        0.00
     7284.89	     2669.47	        0.00	     9954.36	187186	        0.00
     3810.07	      791.51	        0.00	     4601.58	187224	        0.00
     3753.68	      664.03	        0.00	     4417.71	187241	        0.00
    12494.42	     4134.07	        0.00	    16628.49	187267	        0.00
     4451.90	      874.60	        0.00	     5326.50	187275	        0.00
     7080.76	     2770.12	        0.00	     9850.88	187283	        0.00
     2678.82	      460.68	        0.00	     3139.50	187364	        0.00
     5987.43	     1981.20	        0.00	     7968.63	187381	        0.00
     7846.10	     2218.09	        0.00	    10064.19	187399	        0.00
     5300.59	     1443.17	        0.00	     6743.76	187402	        0.00
     2802.64	      520.97	        0.00	     3323.61	187437	        0.00
     5514.23	     1581.05	        0.00	     7095.28	187445	        0.00
    10662.54	     4833.52	        0.00	    15496.06	187470	        0.00
    14261.42	     6823.96	     2089.54	    18995.84	187640	        0.00
     3983.44	      887.03	        0.00	     4870.47	187755	        0.00
     4487.16	      620.76	        0.00	     5107.92	188034	        0.00
     7183.77	     2758.07	      985.23	     8956.61	188042	        0.00
     5248.74	     1491.34	        0.00	     6740.08	188069	        0.00
    16434.39	     7364.31	      650.00	    25358.48	188077	     2209.78
     5129.79	     1061.59	      650.00	     5541.38	188107	        0.00
     7512.48	     2945.50	        0.00	    10457.98	188123	        0.00
     5586.89	     3393.32	      650.00	     8330.21	188131	        0.00
     6557.02	     2539.59	        0.00	     9096.61	188158	        0.00
     7255.37	     2874.76	        0.00	    10130.13	188166	        0.00
     2940.30	      530.20	        0.00	     3470.50	188174	        0.00
     4402.13	     2287.67	        0.00	     6689.80	188182	        0.00
     4392.59	     1144.91	        0.00	     5537.50	188212	        0.00
     4856.01	     1228.57	        0.00	     6084.58	188221	        0.00
     7068.54	     2762.81	        0.00	     9831.35	188239	        0.00
     3476.55	      764.46	        0.00	     4241.01	188247	        0.00
     3636.88	      780.83	        0.00	     4417.71	188263	        0.00
     6182.10	     2148.11	        0.00	     8330.21	188280	        0.00
     6390.39	     2356.34	        0.00	     8746.73	188328	        0.00
    10381.54	     4831.87	        0.00	    15213.41	188344	        0.00
     7958.67	     3203.22	     1106.13	    10055.76	188352	        0.00
    15249.15	     6863.45	      480.71	    21631.89	188514	        0.00
    15295.84	     7418.19	     2250.94	    20463.09	188654	        0.00
    10687.71	     4743.20	        0.00	    15430.91	188662	        0.00
     3946.88	      624.00	      329.86	     4241.02	188689	        0.00
     6054.93	     3899.43	        0.00	     9954.36	188701	        0.00
     5623.66	      900.89	      470.85	     6053.70	188743	        0.00
     8061.69	     3262.41	     1122.21	    10201.89	188794	        0.00
     5586.88	      780.83	     1950.00	     4417.71	188808	        0.00
     5843.57	     1953.42	        0.00	     7796.99	188824	        0.00
    10219.32	     4734.64	        0.00	    14953.96	188832	        0.00
     8722.55	     3792.70	        0.00	    12515.25	188841	        0.00
     8437.90	     3666.93	        0.00	    12104.83	188859	        0.00
     8631.70	     3310.11	      650.00	    11291.81	188875	        0.00
     3742.52	      831.92	        0.00	     4574.44	188883	        0.00
     6286.30	     2377.34	        0.00	     8663.64	188905	        0.00
     2804.97	      491.58	        0.00	     3296.55	188913	        0.00
     2693.04	      446.46	        0.00	     3139.50	188921	        0.00
     3971.51	      932.15	      485.95	     4417.71	188948	        0.00
     8236.63	     3462.91	        0.00	    11699.54	188964	        0.00
     3721.19	      821.39	        0.00	     4542.58	188981	        0.00
     2544.67	      445.51	        0.00	     2990.18	189022	        0.00
     8120.16	     2697.31	     1300.00	     9517.47	189031	        0.00
    10623.11	     3295.60	     3479.68	    10439.03	189049	        0.00
     7385.77	     2794.37	        0.00	    10180.14	189111	        0.00
     6510.34	     2508.20	        0.00	     9018.54	189138	        0.00
    13793.46	     6555.12	     2016.53	    18332.05	189189	        0.00
    13220.13	     4533.05	        0.00	    17753.18	189201	        0.00
    13175.44	     6200.09	     1920.10	    17455.43	189235	        0.00
     6651.17	     2345.88	        0.00	     8997.05	189294	        0.00
     8738.84	     3345.61	        0.00	    12084.45	189529	        0.00
     7947.26	     3372.84	        0.00	    11320.10	189537	        0.00
    10243.46	     4549.67	        0.00	    14793.13	189545	        0.00
     2965.76	      495.57	        0.00	     3461.33	189561	        0.00
     2802.64	      520.97	        0.00	     3323.61	189618	        0.00
     4557.78	     1045.47	        0.00	     5603.25	189651	        0.00
     4299.49	      955.43	        0.00	     5254.92	189669	        0.00
     5346.28	     1691.68	        0.00	     7037.96	189685	        0.00
     7615.64	     2579.25	        0.00	    10194.89	189715	        0.00
     3636.88	      780.83	        0.00	     4417.71	189723	        0.00
     4275.29	     1172.03	        0.00	     5447.32	189766	        0.00
     4491.35	      985.64	        0.00	     5476.99	189774	        0.00
     6338.26	     2408.47	        0.00	     8746.73	189812	        0.00
     4126.83	      957.73	        0.00	     5084.56	189855	        0.00
    10018.80	     4614.46	        0.00	    14633.26	189928	        0.00
     4459.19	      765.25	      650.00	     4574.44	189944	        0.00
     4283.88	     1098.85	        0.00	     5382.73	189979	        0.00
     5280.57	     1674.18	        0.00	     6954.75	190012	        0.00
     8925.49	     2983.38	        0.00	    11908.87	190071	        0.00
     4762.56	     1380.70	        0.00	     6143.26	190080	        0.00
     6077.83	     2252.38	        0.00	     8330.21	190110	        0.00
     4396.14	      355.01	        0.00	     4751.15	190128	        0.00
    17011.56	     7504.49	     2885.00	    22751.31	190144	     1120.26
    20157.61	    10211.11	     3009.51	    27359.21	190152	        0.00
     6553.20	     2287.16	        0.00	     8840.36	190187	        0.00
